SK_Revenda,ID_Revenda,NomeRevenda
2034,2ee6768a0d6f,SANDRA REGINA COMBUSTIVEIS LTDA EM RECUPERACAO JUDICIAL
2035,2ee7ce639456,POSTO GENTIL UBÁ LTDA.
2036,2ef8dd095982,PESTANA SERVICOS AUTOMOTIVOS LTDA
2037,2f03ab379966,COMERCIO DE COMBUSTIVEL FLORESTA LTDA
2038,2f046af1ec22,ESUTRA COMERCIO DE COMBUSTIVEIS LTDA
2039,2f12207b44c7,AUTO POSTO FABRICIANO LTDA.
2040,2f181994dba9,AUTO POSTO BANDEIRANTES LTDA
2041,2f1a20094847,AUTO POSTO LEAO JAU LTDA
2042,2f1e7ee56380,POSTO ESPIGAO LTDA
2043,2f1ec6dc2813,JOBEL PETROLEO LTDA
2044,2f230d0500dc,POSTO DE COMBUSTIVEL CEASA LTDA
2045,2f29fad2c0b4,IGAS COMERCIO DE COMBUSTIVEIS LTDA
2046,2f2b1bbd8229,POSTO CAICARA DE ITAPERUNA LTDA.
2047,2f2c9c351083,TORRES & SANTOS COMBUSTIVEIS LTDA
2048,2f2e0749e41a,AUTO POSTO MARANHAO LTDA
2049,2f43a98b0ace,POSTO SOL TREZE DE MAIO LTDA.
2050,2f43c481de7c,RFL FORMULA 1 AUTO POSTO LTDA
2051,2f4f202e96ab,AUTO POSTO BOULEVARD PAULISTA LTDA
2052,2f53cd665f62,CHIESA BRASILIA AUTO POSTO LTDA
2053,2f5a78c97b22,AUTO POSTO DIVISA UM II LTDA.
2054,2f60c1fec18d,POSTO DE COMBUSTIVEIS FT LTDA
2055,2f6c0d58683b,AUTO POSTO SETE DE SETEMBRO ARARAQUARA LTDA
2056,2f74c0e586f1,REDE DE POSTOS APOLO LTDA
2057,2f7741100314,J.J DERIVADOS DE PETROLEO LTDA
2058,2f77bc60fd64,CATAVENTO DERIVADOS DE PETROLEO LTDA - EPP
2059,2f8eb268508e,F DE A S CAMPOS COMBUSTIVEIS LTDA
2060,2f91bf55c1c9,AUTO POSTO ELENCO LTDA
2061,2f957210932d,TROVAO POSTO E CONVENIENCIA LTDA
2062,2f9b1440c9d9,POSTO GAUCHO LTDA
2063,2f9ee0c637b2,COMERCIO DE COMBUSTIVEIS SANTO EXPEDITO LTDA
2064,2fa18490e658,GAIVOTA SERVICOS AUTOMOTIVOS LTDA
2065,2faa9c82fa69,ABASTECEDORA DE COMBUSTIVEIS CENTERSUL LTDA
2066,2fabbaae2f1d,POSTO DE SERVICOS VILA VERDE DE PIRACICABA LTDA
2067,2fb075792fc6,LB - REVENDEDORA DE PETROLEO LTDA
2068,2fbf26463d96,REDE SANTANA COMBUSTIVEIS E GNV SETE LAGOAS LTDA
2069,2fd13bcbbca3,E. C. AGUIAR COMERCIO DE COMBUSTIVEIS LTDA
2070,2fd4b7eab2e5,AM ANEL VIARIO COMERCIO DE COMBUSTIVEIS LTDA
2071,2fde8c283c12,GSO COMERCIO DE COMBUSTIVEIS LTDA
2072,2fe6d819999f,SOBRAL & PALACIO PETROLEO LTDA
2073,2fed14840a61,POSTO BARBARA LTDA
2074,2ff770bbe713,POSTO TRIANGULO ITAPERUNA LTDA
2075,2ff858e08dc7,POSTO IBIZA LTDA
2076,2ff9fe9a277e,AUTO POSTO WALVILLE LTDA
2077,2ffbf437f068,AUTO CENTER DUDUCA LTDA
2078,2ffd0deb8675,CARREFOUR COMERCIO E INDUSTRIA LTDA
2079,30061427a9f1,AUTO POSTO VELOCE LTDA
2080,300e6fcf5b6b,SOJA - COMERCIO DE DERIVADOS DE PETROLEO LTDA
2081,302a37c9a640,ELEFANTINHO AUTO POSTO DE GARCA LTDA
2082,302cbfee912f,POSTO DE COMBUSTIVEL VIA PRACA DA BANDEIRA LTDA
2083,302fb85d51c0,AUTO POSTO AURORA II LTDA.
2084,303ec7d50985,ORGANIZACOES SOUKI LTDA
2085,304281889ef3,VILLELA AUTO POSTO LTDA
2086,304b4ce4d4b7,VAZ COMERCIO DE COMBUSTIVEIS LTDA
2087,304e40005bf3,AUTO POSTO D+ LTDA
2088,304e5ab37a5c,ROCHA & AZAMBUJA LTDA.
2089,3055e06cc5f4,POSTO JOQUEI CLUBE LTDA
2090,3057f85f98ea,AUTO POSTO MAIS LTDA
2091,305dcc18c6ca,PRIMATO COOPERATIVA AGROINDUSTRIAL
2092,30683da060c0,AFL GAS NATURAL LTDA
2093,306bdb804024,AUTO POSTO LINHA AMARELA LTDA
2094,306d79ac051f,W NONATO DE SOUSA EIRELI - ME
2095,306da080a4f2,ALBINO & GUARNIERI LTDA
2096,30702f5fbfbb,SOCIEDADE DE PETROLEO ARFLA LTDA
2097,3070c4dad766,AUTO POSTO MAURO M.JUNIOR LTDA
2098,3073838b8b40,AUTO POSTO MILENIO LTDA
2099,307bd2f88125,AUTO POSTO 109 NORTE LTDA
2100,307cf2bcbd94,AUTO POSTO VILLAGE LTDA
2101,307fed3ac360,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA
2102,308529f8522d,COMERCIO DERIVADOS DE PETROLEO RODOVIARIO DE BAURU LTDA
2103,308a75cfdcd4,CJCM PETROLEO LTDA.
2104,308f8a278e3d,POSTO DE SERVICOS TRI LEGAL LTDA .
2105,308fa8432f14,AUTO POSTO HARMONIA LTDA.
2106,30911008a9d5,AUTO POSTO MAVERICK LTDA
2107,30961628f926,POSTO CRISTOVAO COLOMBO LTDA
2108,3099c9072d0b,AUTO CENTER SIGNOS LTDA.
2109,30aef6376967,VESCOVI & BITTI LTDA
2110,30be770c0955,POSTO CANAL VENETO LTDA
2111,30c26b9f638a,AUTO POSTO ANGRA BATEL COMERCIO DE COMBUSTIVEIS LTDA
2112,30c95cdc9247,POSTO 5.5. LIMITADA
2113,30cedcc81c97,AUTO POSTO ILHA DAS GARCAS LTDA
2114,30d7923ca52e,SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA
2115,30e21b8f4b82,POSTO DO PAPAI LTDA
2116,30e31419cb73,FABRIL COMBUSTIVEIS LTDA
2117,30e31fe3358e,AUTO POSTO CRUZEIRO LTDA
2118,30eea5e7d3f1,CARREFOUR COMERCIO E INDUSTRIA LTDA
2119,30f8c68ff5bb,JULIO CASTILHO COMBUSTIVEIS E CONSTRUCOES LTDA
2120,3101b7d772a2,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA
2121,3108e18a1369,M T PETROLEO LTDA
2122,3119bf15730b,EALS POSTO DE COMBUSTIVEL LTDA
2123,3120f32f2d48,GRUPO A COMERCIO DE COMBUSTIVEIS LTDA
2124,3123c532c2a7,AUTO POSTO ARINELLA BROOKLIN LTDA
2125,31272689d796,AUTO POSTO VILA NOVA LTDA.
2126,312b41d47c26,GOLF DERIVADOS DE PETROLEO LTDA
2127,312b55576105,POSTO DE COMBUSTIVEL NOSSA SENHORA DE FATIMA LTDA
2128,3132ce019bb7,COMERCIAL VIHEMA LTDA
2129,313329c1a918,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA
2130,31389fc21558,COMERCIO DE COMBUSTIVEIS NEVOEIRO LTDA
2131,3139d36efcdc,POSTO UNIVERSO LTDA
2132,313ddd02bb98,AUTO POSTO M W CARD LTDA
2133,313fa0079a3a,PINHEIRO E FILHO COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA
2134,314214e749d5,G.ARDITO & CIA.LTDA.
2135,3147b04f9108,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA
2136,31481f32f175,M C S F COMBUSTIVEIS LTDA
2137,31486a32da3b,POSTO MONTE SIAO LTDA
2138,314a5d42d865,R. L. I. COMBUSTIVEIS E SERVICOS LTDA
2139,314b327a4f81,AUTO POSTO ITATIAIA LTDA
2140,3153a48e8f99,CENTRO AUTOMOTIVO MARECHAL TITO LTDA
2141,315db148d2e7,AUTO POSTO YASSER LTDA
2142,315e5f4b6751,DE SOUZA STAEVIE & CIA. LTDA.
2143,316e773a7fd9,LUIZ GUSTAVO DI LORENZO GARCIA SCHERER
2144,31792c778029,LIBER COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA
2145,317a0ef32669,REDE DE SERVICOS PACHECAO LTDA
2146,3182b26ad336,AUTO POSTO M FRUTAL LTDA
2147,318a4956512e,ESPERANCA AUTO POSTO SERVICO DE COMBUSTIVEIS LTDA
2148,3190f60df228,POSTO JARDIM AMERICA DE BAURU LTDA
2149,3194753cffcb,AUTO POSTO LIDER LTDA
2150,31991a2e77cb,AUTO POSTO CIDADE LTDA
2151,319af046c989,AUTO POSTO CINCO ESTRELAS LTDA
2152,319bc99e72d9,AUTO POSTO MEM DE SA LTDA
2153,31a0e6bc79ad,A. GARCIA & CIA. LTDA  - ME
2154,31a669d2d1d4,JUTURNAIBA COMERCIO DE COMBUSTIVEIS LTDA.
2155,31a6c915e52a,POSTO SAO BENEDITO PETROLEO LTDA
2156,31adc3dfd372,POSTO DE COMBUSTIVEIS LINHARES LTDA
2157,31b30a88cfd4,AUTO POSTO PODIUM LTDA
2158,31b32d5e12d6,ESTACAO DE SERVICOS AUTOMOTIVOS AMISTERDA LTDA.
2159,31b55ba78979,AUTO POSTO MIDAS LTDA
2160,31b68cfb3458,AUTO POSTO PARADA 85 LTDA
2161,31b827224a6d,AVENIDA COMERCIO DE COMBUSTIVEL LTDA
2162,31ccaa96050a,LUCAS AUTO POSTO LTDA
2163,31dc1268450d,AUTO POSTO BANDEIRANTES LIMEIRA LTDA
2164,31dee00f120c,AUTO POSTO CANOA LTDA
2165,31e02addac95,COMERCIAL BUFFON COMBUSTIVEIS E TRANSPORTES LIMITADA
2166,31e3cd553b11,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA
2167,31f5f419c94e,AUTO POSTO RENAN LTDA
2168,320344afa40e,POSTO LIPCAR LTDA
2169,3206f4b88a42,AUTO POSTO CACULINHA DE MURIAE LTDA
2170,320862b12143,AUTO POSTO LIMA EIRELI
2171,320e8c983558,MODELINHO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
2172,3214bb6b3002,REDE DOM PEDRO DE POSTOS LTDA.
2173,3219b940f118,AUTO POSTO VOX LTDA
2174,321db427d136,D. PEDRO PARKING POSTO LTDA
2175,323a517d0d74,POSTO MAGNOLIA LTDA
2176,323b6cabc791,COMERCIO DE COMBUSTIVEIS AMAZONAS LTDA
2177,32478692cfdb,REDE SANTANA COMBUSTIVES JOAO PINHEIRO II LTDA
2178,3255c754cd4a,POSTO RECH LTDA
2179,325710f1ed75,POSTO NOVO BAIRRO LTDA
2180,325bdaf482be,J A SOBRAL & CIA LTDA
2181,32611160da87,M & B COMERCIO DE COMBUSTIVEIS LTDA
2182,326221e844d1,MILLENNIUM PETROLEO LTDA
2183,326eb709442c,AUTO POSTO AGUIASELF LTDA
2184,327e222eab1e,SERGIO DE OLIVEIRA MARQUES BARRETOS
2185,327ea9c7e5b9,ISL II COMERCIO DE COMBUSTIVEL LTDA
2186,3280c41caf2e,N A ZEN & CIA LTDA
2187,3287d0b33f71,TIC E TAC DE RAMOS POSTO DE SERVICOS LTDA
2188,32896b0843cd,COMPANHIA BRASILEIRA DE DISTRIBUICAO
2189,3291f512f0bd,AUTO POSTO DO TRABALHO RECREIO LTDA
2190,3291fe6384ef,DTC CENTRO AUTOMOTIVO SOCIEDADE LIMITADA UNIPESSOAL
2191,329962d9ecea,ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA
2192,32a0c0abd450,AUTO POSTO CABECUDAS LTDA
2193,32a56abd10f4,PFLUG COMERCIAL VAREJISTA DE COMBUSTIVEIS LTDA
2194,32a8f8d0208d,POSTO DE GASOLINA BANDEIRA DOIS LTDA
2195,32c7bd7fbb49,AUTO POSTO KM 10 LTDA
2196,32caeefcefd7,POSTO DE REVENDA DE COMBUSTIVEIS NOVO ARNO LTDA
2197,32cb48e200a3,F C FARIAS ABREU COMBUSTIVEL
2198,32cc9213cf3a,ORGANIZACAO HELIO MEIRELES PETROLEO LTDA
2199,32d09d091f54,AUTO POSTO M & N LTDA
2200,32d343bdb966,PACIFICO COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA
2201,32d7cbff2658,AUTO POSTO TELLES LTDA
2202,32e0c17e2d95,TIJUCO SERVICOS AUTOMOTIVOS LTDA
2203,32e289e0a6d2,POSTO MONACO LTDA
2204,32eaa61dd018,POSTO DE GASOLINA RIO LIMA LTDA
2205,32f1ee41c40f,TROKAR POSTOS DE SERVICOS LTDA
2206,32fa4c1d3919,GDA PETROLEO LTDA
2207,32fa965edc2d,POSTO TEXAS LTDA
2208,330c8d5c7623,AUTO POSTO R&R SANTA TEREZINHA LTDA
2209,33146bbd2aa7,COMERCIO DERIVADOS DE PETROLEO LAR DE MENINAS LTDA
2210,3317b82d2299,AUTO POSTO GUARACIABA LTDA.
2211,331d51cf8226,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA
2212,331edbb55e6b,POSTO JURUNAS LTDA
2213,3321f2943183,RR COMERCIO DE COMBUSTIVEIS LTDA
2214,3328e1e0030a,CACIQUE PETROLEO LTDA
2215,333266569122,AUTO POSTO TONATAO LTDA
2216,3340b2f4ab88,BRASIL 352 POSTO DE SERVICOS LTDA
2217,33432a4020a9,PAPAGAIO COMÉRCIO E DERIVADOS DE PETRÓLEO LTDA
2218,3343e5f8c827,POSTO SAO JORGE CAMPINAS LTDA
2219,335005940e5d,AUTO POSTO DUQUE 21 DE MOURA LTDA
2220,3373eaf34010,POSTO SANTA EDWIGES PETROLEO LTDA
2221,33866a282f12,AUTOPOSTO DE COMBUSTIVEIS MASP SANTA INES LTDA
2222,33872d23a188,COMERCIAL DE COMBUSTIVEIS BORBOREMA LTDA
2223,338d6a1e501c,POSTO MAIS CEASA LTDA
2224,338d873654b6,SULBAHIA COMBUSTIVEIS LTDA
2225,3390977505a5,REDE VPR DE COMBUSTIVEIS E SERVICOS LTDA
2226,339821de0ccd,LIMA MORAIS COMERCIAL DE COMBUSTIVEL E TRANSPORTE LTDA
2227,339c2f46df5d,SOL COMERCIO DE COMBUSTIVEIS LTDA
2228,339e752c5f97,AUTO POSTO PORTAL DA FOZ LTDA
2229,33a87fb037c6,POSTO BARRINHAS LTDA
2230,33b0b32f63ac,AUTO POSTO 2000 MURIAE LTDA
2231,33c69a0b2485,R.F. AUTO POSTO LTDA
2232,33c94d4dfabf,POSTO DE ABASTECIMENTO ALEGRIA LTDA
2233,33d42ea423d4,AUTO POSTO SANTA CLARA DE ASSIS LTDA
2234,33d93d93f1f9,AUTO POSTO PIRAO LTDA
2235,33dcd31a6947,CENTRO AUTOMOTIVO TERRAZZA LTDA .
2236,33e195d5a019,ITAUNA COMBUSTIVEIS LTDA
2237,33e9341a1b79,MOURA DERIVADOS DE PETROLEO LTDA
2238,33f028a93c2c,JARDIM NORTE POSTO DE SERVICOS & CONVENIENCIAS LTDA
2239,340414159c51,HELU COMERCIO DE COMBUSTIVEIS LTDA
2240,34078da16aa7,AUTO POSTO TIRADENTES DE LINS LTDA
2241,340faec7da25,COMERCIO E DISTRIBUICAO SALES LTDA
2242,341694c89d82,"POSTO ZN COMBUSTÍVEIS E LUBRIFICANTES LTDA,"
2243,341d1e419f92,POSTO DE ABASTECIMENTO IMPERIAL 2000 LTDA
2244,341d302afc26,VIA DUPLA COMBUSTIVEIS LTDA
2245,342331a2b094,EDEMAR RUSSI & CIA LTDA
2246,342c5d766d9d,AUTO POSTO CATANIA LTDA
2247,342e5fad8c0e,BANDEIRAS PRESIDENTE PRUDENTE AUTO POSTO LTDA
2248,3430c29f04e2,COMERCIAL DE COMBUSTIVEIS SETEMBRINO LTDA
2249,34341946b8c3,AGUIAR PETROLEO E LOCACOES LTDA
2250,3437b1e9c7e5,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA
2251,343b159b9d91,M RODRIGUES VASQUES - ME
2252,343f9e0011ad,AUTO POSTO MARITA LTDA
2253,344985b2cba9,CACIQUE PETROLEO LTDA
2254,344d334555e1,POSTO BAVARIA LTDA
2255,344d90d89a4c,NICO COMERCIO DE COMBUSTIVEIS LTDA
2256,34525e173171,AUTO POSTO ANDRAMAGA LTDA
2257,346c36fc9b06,AUTO POSTO MANGUEIRA II LTDA
2258,346c50818002,AMERICAMANIA - COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
2259,349138f285bc,POSTO ALLGAS LTDA
2260,34930513ca8d,COMERCIAL DE COMBUSTIVEIS CENTRO SUL LTDA
2261,34970092626b,POSTO DE SERVICOS MODELO LTDA
2262,349cbddc382b,AB COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
2263,34a470344add,INCAP INDUSTRIA E COMERCIO AGRO PECUARIO LTDA
2264,34a4fd75eca4,A. MENEZES DE FARIAS
2265,34a702ee6333,POSTO DE COMBUSTIVEIS JARDINS LTDA
2266,34a9622f7f17,SANTA CLARA COMERCIO DE COMBUSTIVEIS LTDA
2267,34b9c467058a,AUTO POSTO OPA LTDA - ME
2268,34bad9b8742c,POSTO LIBERDADE LTDA
2269,34c0ba60ae84,AUTO POSTO DE ABASTECIMENTO 5 ESTRELAS LTDA
2270,34c82338d24c,POSTO LOURA EMPREENDIMENTOS LTDA
2271,34cb31e8698a,AUTO POSTO DO TRABALHO S/A
2272,34d6ae867c19,BURITI SERENO AUTO POSTO LTDA
2273,34d70fda64e2,SAO LUCAS DISTRIBUIDORA DE PETROLEO LTDA
2274,34df587dd086,AUTO POSTO CENTRAL DE LONDRINA LTDA
2275,34e103a42b0c,"POSTO DE ABASTECIMENTO, SERVICOS E TRANSPORTES CAMINHO DO SOL LTDA"
2276,34eddf3db730,POSTO SANTA CECILIA LTDA
2277,34f12b119015,DC COMÉRCIO DE COMBUSTÍVEIS E LUBRIFICANTES LTDA.
2278,34f393e0f6e2,COMERCIAL DE COMBUSTIVEIS CIDRA LTDA
2279,34f440f828a1,POSTO ALTERNATIVA DE COMBUSTIVEL E SERVICO LTDA
2280,34fa03ae378e,AUTO POSTO UNIVERSITARIO JALES - EPP
2281,34fd689e60c7,BCR COMERCIO DE COMBUSTIVEIS LTDA
2282,3504cb911261,POSTO BALI LTDA
2283,350d9ab64b75,POSTO DE GASOLINA BOA PARADA LTDA.
2284,351029200cf7,AUTO POSTO HR EIRELI
2285,352313792395,AUTO POSTO HELISON RAFA LTDA
2286,35239a970a66,AUTO POSTO AMAZONAS LTDA
2287,3529f14dedb4,AUTO POSTO DE SERVICOS PETRO MASTER LTDA
2288,352a4c4e45ac,POSTO DE SERVICO MALTA 01 LTDA
2289,353ffa40ce4f,AUTO POSTO JARDIM BRASILIA LTDA
2290,35409ef2f04f,NICOLAU DERIVADOS DE PETROLEO LTDA
2291,3540e9863d2c,REDE DOM PEDRO DE POSTOS LTDA.
2292,35437ba8639c,JL COMBUSTIVEIS & LUBRIFICANTES LTDA
2293,35454a57ba31,COMBUSPAR COMERCIO DE COMBUSTIVEIS LTDA
2294,354f950b0f37,RAFAELA ALMEIDA EVANGELISTA & CIA LTDA
2295,3553cb41f105,AUTO POSTO CONQUISTA DE PAULINIA LTDA
2296,355a65eaab9e,POSTO JASSE LTDA
2297,355a84da0afc,CASA AVENIDA COMERCIO DE COMBUSTIVEIS LTDA
2298,355bef394fee,"MANOS COMERCIO DE COMBUSTIVEIS, PNEUS, PECAS E ACESSORIOS LTDA"
2299,356228a3b5d6,AGOSTINI COMERCIO E TRANSPORTE DE PETROLEO LTDA
2300,35631d10dcb7,AUTO POSTO CONQUISTA LTDA
2301,3563a7136801,AUTO POSTO BIRI EIRELI
2302,3566eaaa4e08,POSTO DO LAGO BEBEDOURO LTDA.
2303,3568347df73b,AUTO POSTO BANDEIRANTES MG LTDA
2304,356b73ff206a,COQUEIRO COMBUSTIVEIS E SERVICOS LTDA
2305,3575eb3dc0d8,AUTO POSTO CIDADE VARGAS LTDA
2306,357bac3d744a,SERVICAR S/A
2307,357d329f5e94,POSTO MILENA COMERCIO EIRELI
2308,357e7bec4b65,NITGAS DO BRASIL POSTO DE GAS NATURAL VEICULAR LTDA
2309,357f4ee08ea0,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA
2310,358624b8fdd0,WMC COMERCIO DE COMBUSTIVEIS LTDA
2311,3598171843c5,AUTO POSTO ALIANCA DE CABUCU LTDA
2312,359a26f297e2,AUTO POSTO FRANCISCO FALCONI LTDA
2313,35a843c94b44,POSTO DE COMBUSTIVEIS GARANTIA LTDA
2314,35b94956332c,AUTO POSTO GONDOLA LTDA
2315,35da0bc17f66,AUTO POSTO TERCEIRO MILENIUM LTDA
2316,35e6ea02cdcf,SAO VICENTE COMBUSTIVEIS LTDA
2317,35e9a9992b4a,AUTO POSTO CINCO SKINAS LTDA
2318,35ededfdffc0,POSTO ALBERTO LTDA
2319,35f0ae8f1311,MARIO VICENTE SERVICOS AUTOMOTIVOS LTDA
2320,35f526a65f6b,AUTO POSTO BSV VI LTDA
2321,35fdba50f8f9,PADUA E LEMOS LTDA
2322,36132dfe2d51,MISTER COMERCIAL DE PETROLEO LTDA
2323,3616fcac19a8,POSTO DE COMBUSTIVEIS CANDIDO BENICIO LTDA
2324,361f59b3dc63,AUTO POSTO GIGANTAO DE MARILIA LTDA
2325,362beb1daf13,AUTO POSTO JUMBO JET PETROLEO LTDA
2326,362e6a400328,ADILSON E FERNANDO AUTO POSTO LTDA
2327,3637e0cce5c1,VAS COMERCIO DE COMBUSTIVEIS LTDA
2328,364c5bf04da9,ALBUQUERQUE PNEUS LTDA
2329,3652cd9356af,AUTO POSTO RANI LTDA
2330,36530b00e1d6,AUTO POSTO CONDE DE SERRA NEGRA LTDA
2331,3655e3190bfb,AUTO POSTO GAIBU LTDA
2332,3656406661a2,ARIQUEMES COMERCIO DE OLEO DIESEL LTDA
2333,365b1d84f9ff,AMORIM & FIGUEIREDO LTDA.
2334,365fc31a3171,NEW STAR COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA
2335,3664545da2d8,AUTO POSTO PETROTERRA CAMPESTRE LTDA
2336,366857680e08,AUTO POSTO CENTRAL DOS COMBUSTIVEIS LTDA
2337,366b70fd138a,POSTO BARRA DEZ LTDA
2338,366d8928c3bc,AUTO POSTO NAGUMO LTDA
2339,367ac17b61d7,AUTO POSTO MACAPA EIRELI
2340,36918cc7bb6f,GUARUJA COMERCIO E DISTRIBUICAO DE PETROLEO LTDA
2341,3698ff5bb0f6,JR DERIVADOS DE PETROLEO LTDA
2342,369a8ed360f6,ARAUJO COMBUSTIVEIS E LUBRIFICANTES LTDA
2343,369c3ce03bab,P. S. M. COMERCIO DE COMBUSTIVEIS LTDA
2344,36a229ae549d,POSTO JARDIM HELVECIA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
2345,36a3d560f861,CENTRO AUTOMOTIVO SETE ESTRELAS LTDA
2346,36a3e2527ec3,AUTO POSTO BEM BOM DE DIADEMA LTDA
2347,36a612d99217,CENTRO AUTOMOTIVO ELEFANTINHO LTDA
2348,36ae5725b29f,ESTACAO DE SERVICOS DAS ACACIAS LTDA
2349,36ae84b96fb1,LEANDRINI AL POSTO DE COMBUSTIVEL LTDA
2350,36b6c3be6ea5,POSTO DE GASOLINA E SERVICOS NOVA VALQUEIRE LTDA
2351,36c373e16b33,AUTO POSTO COMPANHEIRO LTDA.
2352,36cd29c2d1fd,J O POSTO DE COMBUSTIVEIS LTDA
2353,36cd34485468,POSTO PROGRESSO VARZEA PAULISTA LTDA
2354,36d5e23f205d,POSTO DE GASOLINA BEL VEDERE LTDA
2355,36ef0beeb732,AUTO POSTO RM 3 LTDA
2356,36ef4f9e1a7e,REDE AUTO POSTO SETE ESTRADA DO MAR LTDA
2357,36f1f7313bd1,RENAUTO POSTO LTDA
2358,36f2bd9a9a5a,POSTO 4 RADIAL LTDA
2359,36fb7881f2fb,POSTO DE COMBUSTIVEIS OTAVIO EIRELI
2360,3700e5409406,ORGANIZACOES L.T.M. LTDA
2361,3718e90ba568,TRANSGANSO COMERCIO E TRANSPORTES LTDA.
2362,3725d0cfc2be,PUROGAS MUTUA POSTO DE GASOLINA LTDA
2363,37322b93d2a3,COMERCIAL DE PETROLEO ESTACAO LTDA
2364,3737609052a9,AUTO POSTO ÁGUIA FORTE LTDA
2365,3739b2fdc2eb,AUTO POSTO CASTELLI ROMANI LTDA
2366,37431a49d0ed,RECOPEL REPRESENTACOES E COMERCIO LTDA
2367,37441664b00c,RPB AUTO POSTO LTDA
2368,374d598b12d6,AUTO POSTO XANXERE LTDA
2369,3759dd7b40e1,ABASTECEDORA MONACO LTDA
2370,376077564702,AUTO POSTO ITAICI LTDA.
2371,377075a8a444,POSTO DE COMBUSTIVEIS 63 EIRELI
2372,3775da3ea4e3,AUTO POSTO JARDIM DOS PINHEIROS LTDA
2373,3778e16b2e1a,AUTO POSTO PORTAL DO TINGUÁ LTDA
2374,3788a02a9787,AUTO POSTO APRAZIVEL LTDA
2375,378ed08d5197,COMPANHIA BRASILEIRA DE DISTRIBUICAO
2376,37a25c9911a9,AUTO POSTO BARRETO LTDA
2377,37a5a9c2a041,AUTO POSTO CORAL LTDA
2378,37a92c59ae2b,AUTO POSTO POLI JARAGUA LTDA
2379,37ab823ae8f7,PETROLINS REVENDA DE COMBUSTIVEIS LTDA
2380,37b279f8639b,POSTO SHAN LTDA
2381,37b2ee3be204,POSTO DE SERVICO VENEZA LTDA
2382,37b7a2733390,AUTO POSTO SAO CHARBEL LTDA
2383,37b7b8cd47d3,ORGANIZACAO COMERCIAL GUIMARAES LTDA
2384,37c0e499a8fd,HD PETROLEO ESTAIADA LTDA
2385,37c896031a01,COMERCIO DE COMBUSTIVEIS PARADA DOS AMIGOS LTDA
2386,37caa69a40ed,TRIALEM COMBUSTIVEIS LTDA
2387,37ccba82f808,F.F.STAEVIE COMBUSTIVEIS LTDA
2388,37cd23339f0b,PETROCAL PETROLEO CAVALCANTI LIMITADA
2389,37d1391386b3,TAISHAN AUTO POSTO - EIRELI
2390,37d6b1d8f336,AUTO POSTO AFA LTDA
2391,37da2a23371a,VA VER COMERCIO DE COMBUSTIVEL LTDA.
2392,37da67126646,AUTO POSTO IAVE ROI LTDA
2393,37dd6bed7b02,ANGELA APARECIDA MENDES SILVA DOS REIS EIRELI
2394,37df93b4331c,CAIS COMERCIO VAREJISTA DE COMBUSTIVEL LTDA
2395,37f224dcabf6,RIO GRANDE COMBUSTIVEIS LTDA
2396,37f57b904ba9,POSTO DE COMBUSTIVEIS MILLANI LTDA
2397,37fb1c54e1e5,T. M. VALENÇA LTDA.
2398,37fc4d9b923f,AUTO POSTO JANDA LTDA
2399,380268dc4caa,POSTO MARIA CUMPRIDA LTDA
2400,38065a4a808f,MG DERIVADOS DE PETROLEO LTDA
2401,3808266e26dd,J. BEZERRA COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA - EPP
2402,380b85ed4ac0,CENTRO AUTOMOTIVO NAVEGANTES LTDA
2403,380e2a1541ff,MANA COMERCIO DE COMBUSTIVEIS LTDA
2404,381b378bfc94,SUPER POSTO FAMA LTDA
2405,381bfd5f8167,DIAS & COSTA COMERCIAL DE COMBUSTIVEIS LTDA
2406,3826bd6fc3a1,POSTO PARATI LTDA
2407,382e50f865c2,PRIMAVERA COMERCIO DE COMBUSTIVEIS LTDA
2408,382f17b5fce8,AUTO POSTO CASCATA DE ITAPIRA LTDA
2409,382fd19e2ab3,POSTO DE COMBUSTIVEIS B J LTDA
2410,383d6ed78b78,AUTO POSTO B4 LTDA
2411,383fe61a26c2,SERV CAR DERIVADOS DE PETROLEO LTDA
2412,38429f49bbfc,AUTO POSTO PARQUE DE VINHEDO LTDA
2413,38547cb0c1b7,AUTO POSTO FLOR DE CALMON LTDA
